Date,Team,Opponent,Place,Position,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,L10 GP,L10 MIN,L10 FG%,L10 3P%,L10 FT%,L10 REB,L10 AST,L10 BLK,L10 STL,L10 PF,L10 TO,L10 PTS,VsOpp GP,VsOpp MIN,VsOpp FG%,VsOpp 3P%,VsOpp FT%,VsOpp REB,VsOpp AST,VsOpp BLK,VsOpp STL,VsOpp PF,VsOpp TO,VsOpp PTS,Place GP,Place MIN,Place FG%,Place 3P%,Place FT%,Place REB,Place AST,Place BLK,Place STL,Place PF,Place TO,Place PTS,Points O/U line,PRA O/U line,Actual Points,Actual PRA,Points Result,PRA Result
3/1/2023,CHI,DET,Road,C,Nikola Vučević,32,62,62,33.8,7.3,14.1,51.7,1.6,4.6,35.5,5.7,9.5,59.5,57.5,1.6,1.9,82.4,2,9.3,11.4,3.3,0.7,0.8,1.7,2.2,17.8,19.3,59.5,0.327,0.136,6.9,30.3,18.8,14.8,0.9,2.3,10.4,21.7,3.1,3.3,6.4,0.147,2.2,0.8,3,2.6,10,32.9,48.8,33.3,76.5,12.4,2.9,0.7,0.6,2.5,1.7,18.5,2,34,48.6,12.5,0,12,4,1.5,1,2.5,1.5,17.5,31,34.6,51.4,36.1,83.3,10.9,3,0.7,0.7,2.1,1.8,18.2,18.5,34.5,12,23,Under,Under
3/1/2023,CHI,DET,Road,SF,DeMar DeRozan,33,56,56,36.1,9.1,17.8,50.9,0.5,1.6,30.7,8.6,16.3,52.9,52.3,6.4,7.3,87.8,0.4,4.1,4.5,5,1,0.5,2.2,2.7,25.1,20.7,59.5,0.088,0.411,1.3,12.5,7,22.4,1.3,1.4,9.5,28.2,4.2,2.2,6.4,0.152,1.7,0.2,1.8,1.9,7,34.7,49.5,16.7,76.7,2,5,0.6,0.7,2.7,2.4,18.1,2,36,48.6,0,92.3,7.5,5,0.5,1.5,2.5,3.5,24,28,36.8,51.8,34.7,85.8,4.6,5.3,0.5,1,2.8,1.9,26.5,22.5,31.5,12,35,Under,Over
3/1/2023,DET,CHI,Home,SG,Jaden Ivey,20,57,56,30.1,5.2,12.4,42,1.4,4.2,33.6,3.8,8.2,46.4,47.7,3.5,4.8,72.5,1,2.9,3.9,4.7,0.9,0.3,2.8,3.1,15.3,12.3,52.8,0.341,0.386,3.5,11,7.1,24,1.4,0.8,16.4,24.4,-0.4,0.7,0.3,0.008,-1.5,-1.5,-3,-0.4,9,30.6,44.5,41.9,72.7,2.7,5.8,0.3,0.7,3.3,2.6,16.4,2,31,54.2,30,90,2,5,0,0,3,3.5,19,27,31.3,41,32,75.9,4.3,5.3,0.4,1,3.3,2.9,15.9,15.5,24.5,18,24,Over,Under
3/1/2023,DET,CHI,Home,PG,Killian Hayes,21,58,39,27.1,3.8,10.2,36.9,1.2,3.8,30,2.6,6.3,41,42.6,0.8,1,81.7,0.3,2.4,2.7,5.9,1.3,0.4,2,3,9.5,9.9,44.7,0.377,0.102,1.3,10.1,5.6,31.8,2.4,1.2,15.9,19.8,-1.3,1,-0.3,-0.01,-3.4,-0.4,-3.9,-0.7,10,29.3,28.6,22,92.3,2.4,6.4,0.5,1.4,3.2,2.2,7.7,1,31,15.4,0,0,1,8,0,2,4,4,4,29,26.9,38.6,31.5,81,2.6,6,0.3,1.3,2.8,2.2,9.3,10.5,20.5,11,20,Over,Under
3/1/2023,DET,CHI,Home,PF,Marvin Bagley III,23,27,13,21.6,4.7,8.7,53.8,0.3,1.4,24.3,4.4,7.4,59.3,55.7,1.6,2.3,69.8,2.5,4.1,6.6,0.6,0.5,0.7,0.9,2,11.4,18.4,58.2,0.157,0.267,12.3,21.7,16.9,4.3,1.1,2.8,8.7,20.9,0.8,0.4,1.3,0.105,0.6,-1.3,-0.6,0.2,2,26,54.3,0,36.4,15,0.5,0.5,0,2,1.5,21,1,13,50,50,0,2,0,1,0,2,0,7,11,23.6,55.7,33.3,67.7,7.3,0.6,0.6,0.5,1.7,1.1,13.2,12.5,21.5,8,18,Under,Under
3/1/2023,DET,CHI,Home,SG,Hamidou Diallo,24,53,0,17.2,3.7,6.4,58.1,0.1,0.4,26.3,3.6,6,60,58.8,1.5,2.6,59.1,1,2.4,3.4,0.9,1,0.3,1.2,2.2,9.1,16.2,60.1,0.056,0.404,6,15.8,10.8,9,2.7,1.4,13.6,21.4,0.6,0.8,1.4,0.074,-1.6,0.5,-1.1,0.2,10,19.6,59.8,0,63.6,2.9,0.8,0.4,1.1,2.4,1.3,11.8,1,21,87.5,0,75,3,1,0,1,1,2,17,26,16.9,58.2,30,60,3,1,0.2,0.9,2.2,1.2,9.1,11.5,17.5,19,21,Over,Over
3/1/2023,DET,CHI,Home,SF,Bojan Bogdanović,33,58,58,31.9,7.2,14.8,48.7,2.4,5.9,40.2,4.9,9,54.2,56.6,4.6,5.2,88.3,0.6,3.2,3.7,2.6,0.6,0.1,2.3,1.9,21.4,17.3,62.4,0.396,0.347,2,11.3,6.5,13.5,0.9,0.3,11.8,25.7,3.1,0.4,3.4,0.089,2.4,-1.9,0.6,1.2,9,33.9,48.6,32,89.1,4.1,2.1,0.2,0.3,2.4,2.6,21.2,2,33,43.6,33.3,60,4.5,4.5,0,0.5,0.5,2.5,22.5,28,32.9,47.6,40.5,88.6,3.3,2.4,0.2,0.6,2.3,2.3,22,19.5,26.5,34,43,Over,Over
3/1/2023,BKN,NYK,Road,SG,Cam Thomas,21,44,3,17.3,3.6,8.1,44.5,0.9,2.3,40,2.7,5.8,46.3,50.1,3,3.5,85.2,0.2,1.6,1.8,1.6,0.4,0.1,1.1,1,11.1,16.1,57.6,0.28,0.434,1.1,10.1,5.7,14,1.1,0.6,10,27.7,0.7,0.5,1.1,0.072,0,-1.9,-1.9,0,10,28.1,45.6,44,91.4,3.2,2.8,0.1,0.4,1.6,2.1,24,3,18.3,33.3,50,75,1.3,1,0.3,1,0.7,1.3,6,21,18.9,43.1,34.1,81.2,1.6,1.7,0.1,0.5,1,0.7,11.1,14.5,19.5,15,17,Over,Under
3/1/2023,BKN,NYK,Road,C,Nic Claxton,23,57,57,29.4,5.4,7.6,71.4,0,0,0,5.4,7.6,71.8,71.4,1.7,3.3,51.1,2.5,6.5,9,1.7,0.9,2.6,1.3,2.8,12.6,21.1,69.3,0.005,0.433,9.9,24.3,17.4,8.4,1.4,7.5,12.2,15.7,3.9,2.8,6.8,0.194,0.9,1.8,2.8,2,9,29.4,56.5,0,66.7,9.6,2.2,2.2,1.7,2.6,1.3,10.2,3,25.7,71.4,0,42.9,8,3,1.7,0,2.3,0.7,12,30,28.7,73,0,52.2,8.4,1.5,2.8,0.9,2.9,1.1,12.6,10.5,20.5,9,20,Under,Under
3/1/2023,NYK,BKN,Home,SF,RJ Barrett,22,56,56,34.1,6.9,16.1,42.9,1.8,5.4,33,5.1,10.7,47.9,48.4,4,5.3,75.3,0.9,4.3,5.2,2.8,0.5,0.2,2.3,2.6,19.5,13,53.1,0.337,0.328,2.8,13.6,8.2,12.8,0.7,0.4,11.1,26,0.5,1.5,2,0.049,-1.1,-1.7,-2.8,-0.3,9,31.2,38,31.3,73.5,3.9,2.9,0.1,0.4,3.4,2.2,15.3,3,28.7,42.1,41.7,58.3,4.3,1.7,0.3,0.3,3,2.3,14.7,29,35.2,43.7,32.3,80.7,5.7,3.1,0.2,0.5,3,2.8,20.6,17.5,23.5,15,18,Under,Under
3/1/2023,NYK,BKN,Home,SG,Quentin Grimes,22,52,47,29.7,3.5,7.9,44.4,1.8,5.2,35.1,1.7,2.7,62,55.9,1.1,1.3,80,0.8,2.5,3.3,1.9,0.6,0.4,1,2.5,9.9,10.2,58.3,0.654,0.171,2.8,9.2,6,8.9,1.1,1.3,10.6,13.7,1.6,1.2,2.8,0.087,-1.2,0.4,-0.9,0.4,10,26.9,40.9,32.6,70,2.5,1.4,0.4,0.2,2.3,0.7,7.5,3,21.7,41.2,41.7,100,2.3,0,0,0.3,0.7,0.7,7,28,29.9,45.2,35.3,78.8,3.1,2.1,0.4,0.7,2.4,1,9.4,6.5,10.5,22,26,Over,Over
3/1/2023,NYK,BKN,Home,PG,Immanuel Quickley,23,62,10,27.8,4.5,10.2,44.2,1.8,5,35.8,2.7,5.3,52.1,52.9,2.1,2.5,82.2,0.7,3.4,4,3.1,0.8,0.2,1.1,2,12.9,14.8,56.9,0.485,0.248,2.6,13.1,7.9,16.2,1.5,0.5,8.8,19.2,2.8,1.7,4.5,0.125,0.5,0.6,1.1,1.3,10,27.8,47.6,41.4,72,3.8,2.3,0.4,0.8,1.8,0.7,14.2,3,25,40.7,37.5,66.7,5,4,0,0.7,2.3,1,10.7,33,27,47.4,38.8,83.5,4.5,2.9,0.2,0.6,2.1,1.1,13.4,12.5,18.5,15,20,Over,Over
3/1/2023,NYK,BKN,Home,C,Mitchell Robinson,24,41,40,27.1,3.2,4.7,69.6,0,0,0,3.2,4.7,69.6,69.6,1,2,48.2,4.2,4.9,9.2,0.9,0.9,1.8,0.5,2.9,7.5,19,67.2,0,0.435,16.9,19.7,18.3,4.6,1.7,6.1,8.5,9.6,3,1.8,4.8,0.209,1.1,1.8,2.9,1.4,3,29.3,93.8,0,16.7,12.7,0,1.3,1,3,1,10.3,,,,,,,,,,,,,23,27.8,81.1,0,48.1,9,1,1.8,0.9,2.7,0.7,8.6,7.5,17.5,13,24,Over,Over
3/1/2023,NYK,BKN,Home,PG,Jalen Brunson,26,59,59,35.2,8.4,17.5,47.9,1.8,4.6,40.1,6.5,12.9,50.7,53.1,4.9,5.9,83.4,0.6,3,3.6,6.2,0.9,0.3,2,2.3,23.6,20.9,58.5,0.263,0.338,1.9,9.2,5.6,28.7,1.3,0.7,9.1,27,5.8,1.7,7.5,0.174,4.1,-0.4,3.7,3,10,37.8,52.9,42.6,77.6,4.3,6,0.1,0.6,1.9,1.7,27.3,3,34.7,53.7,43.8,78.9,3,3.7,0.3,0.3,1.7,1.3,26.7,32,35.4,47.5,40.5,81.3,3.5,6,0.2,0.8,2.2,1.9,24.4,24.5,34.5,39,50,Over,Over
3/1/2023,NYK,BKN,Home,PF,Julius Randle,28,63,63,35.8,8.5,18.4,46.3,2.8,8.1,34.5,5.7,10.3,55.6,53.9,5.3,7,75.8,2.1,8.4,10.5,4.1,0.7,0.3,2.8,3,25.1,21.2,58.5,0.44,0.378,6.3,25.4,15.9,18.8,0.9,0.8,11.4,29,4.7,2.8,7.5,0.16,4.4,0.1,4.5,3.7,10,35.6,49.2,36.6,81.8,8.7,4.2,0.1,0.4,2.1,2.4,27.5,3,34,43.8,30,72.2,10.3,5,0.3,0.7,1.3,2.7,20.3,33,35.9,44.1,29.4,77,10.3,4.2,0.3,0.7,3,2.4,23.5,25.5,38.5,21,37,Under,Under
3/1/2023,HOU,MEM,Home,PF,Jabari Smith Jr.,19,58,58,30.2,4.2,10.9,38.4,1.5,5.2,29.3,2.7,5.7,46.8,45.4,2,2.5,78.8,1.3,5.7,7.1,1.2,0.5,1,1.4,2.9,11.9,9.8,49.5,0.48,0.231,4.8,20.9,12.8,5.9,0.8,3.2,10.8,18.4,-0.5,1,0.5,0.014,-3.3,-1.3,-4.6,-1.2,10,33.5,37.2,24.4,80.6,7.4,2.2,0.9,0.3,2.4,1.7,12.4,1,35,21.4,25,100,1,1,2,0,5,0,10,28,30.3,38.2,28.3,79.7,6.8,1.2,1.1,0.5,2.9,1.5,11.6,12.5,22.5,4,11,Under,Under
3/1/2023,HOU,MEM,Home,C,Alperen Şengün,20,56,53,28.1,5.8,10.6,55.1,0.2,0.7,31.7,5.6,9.9,56.8,56.1,2.9,3.9,74.5,3.2,5.5,8.7,3.8,0.8,0.9,2.5,3.4,14.8,20.1,60.1,0.069,0.37,12.3,21.4,16.8,22,1.4,3.3,16.8,21.8,2.8,1.2,4,0.122,1.2,0.3,1.5,1.4,10,28.2,45.2,33.3,80,7.1,5,0.4,0.7,3.5,2.6,12.5,1,27,69.2,50,40,12,1,2,1,3,1,23,26,30.5,54.7,27.8,72.4,8.9,4.5,1,0.8,3.8,2.4,15.7,14.5,27.5,11,24,Under,Under
3/1/2023,HOU,MEM,Home,SF,Kenyon Martin Jr.,22,61,28,26.6,4.7,8.4,55.9,0.8,2.7,31.5,3.8,5.7,67.2,60.9,1.7,2.6,66,1.5,4.1,5.6,1.6,0.5,0.4,1.1,1.8,11.9,15.3,62.6,0.318,0.306,6.2,16.8,11.5,9.1,0.9,1.5,10.8,16.5,2.7,0.6,3.3,0.097,0.4,-1.1,-0.7,0.5,10,32.6,57.4,23.8,81.6,6.2,2.2,0.9,0.8,1.9,1.4,14.4,1,25,60,50,50,5,3,1,1,2,3,8,29,26.1,57.6,35.9,61.5,5.8,1.7,0.2,0.7,1.8,1.1,11.1,13.5,22.5,19,25,Over,Over
3/1/2023,MEM,HOU,Road,PG,Ja Morant,23,51,51,32.6,9.7,20.8,46.4,1.6,5.2,31.1,8.1,15.6,51.5,50.3,6.3,8.5,74.3,1.1,4.9,6,8.2,1.1,0.3,3.5,1.7,27.2,23.7,55.5,0.249,0.407,3.6,15.7,9.6,41.5,1.6,0.7,12.4,35.2,3.1,2.3,5.5,0.158,5.5,0.6,6.1,3.4,9,32.3,46.2,27.3,71.4,7.3,7.9,0.1,1.4,1.6,3.2,27.1,1,31,65.4,83.3,76.9,4,8,2,1,2,3,49,25,32.9,47,30.2,75.9,5.1,8,0.2,0.9,1.6,3.8,26.2,27.5,42.5,20,34,Under,Under
3/1/2023,MEM,HOU,Road,C,Jaren Jackson Jr.,23,43,43,27.3,6,12.1,49.3,1.5,4.4,34.6,4.4,7.7,57.7,55.6,3.3,4.2,78.8,1.7,4.9,6.7,0.8,1.1,3.3,1.6,3.4,16.7,21.2,60.1,0.362,0.345,6.6,18.9,12.7,4.5,1.9,10.7,10.1,23.2,1.7,2.7,4.4,0.18,0.5,2.8,3.4,1.6,9,29.2,48.4,26.7,81.8,6.6,0.7,3.6,1.3,3.9,1.6,17.4,,,,,,,,,,,,,19,26.8,47.1,34.6,81.8,6.5,0.9,2.2,0.7,3.4,1.7,15.8,16.5,24.5,17,21,Over,Under
3/1/2023,MEM,HOU,Road,PF,Xavier Tillman Sr.,24,41,10,15.9,2.4,4,60.4,0.1,0.3,27.3,2.3,3.7,62.7,61.3,0.8,1.5,51.7,1.9,2.4,4.3,1.2,0.8,0.4,0.6,1.3,5.7,17.5,60.9,0.067,0.366,12.6,15.6,14.1,10.1,2.4,2.4,10.8,13.4,1.3,1.1,2.4,0.178,0.5,1.7,2.2,0.7,10,26.1,61,0,52.2,6.6,2.5,0.7,1.2,2.4,1,8.4,1,7,0,0,0,2,0,0,0,1,0,0,17,15.2,64.3,40,56.5,4.2,1,0.5,0.9,1.2,0.5,5.1,9.5,18.5,4,12,Under,Under
3/1/2023,MEM,HOU,Road,SG,Desmond Bane,24,38,38,31.1,7.5,16.1,46.5,2.9,7.1,41.3,4.6,9,50.6,55.6,3.3,3.6,89.9,0.7,4.3,5,4.1,1.1,0.4,2.1,2.4,21.1,19.2,59.8,0.44,0.226,2.4,14.4,8.4,19.9,1.6,1.1,10.8,26.1,2.2,1.7,3.9,0.157,3.4,0.5,4,1.8,10,31,48.7,38.2,92.3,4.7,3.8,0.7,1.7,2.3,1.9,19.8,1,33,18.8,30,100,6,7,0,2,2,3,14,18,31.4,45.6,41.2,90,5.9,4,0.3,0.8,2.6,2.1,21.5,20.5,29.5,30,45,Over,Over
3/1/2023,MEM,HOU,Road,SF,Dillon Brooks,27,55,55,30.3,5.5,14,38.9,1.8,5.7,31.3,3.7,8.3,44.2,45.3,1.8,2.3,79,0.7,2.6,3.3,2.5,0.9,0.2,1.5,3.3,14.5,9,48.3,0.41,0.161,2.3,9.1,5.7,11.6,1.3,0.5,8.9,22.3,-0.8,1.9,1.1,0.031,-3.8,-0.5,-4.4,-1,9,28.9,34.9,28.2,85.7,2.4,1.8,0.2,1,3.2,0.9,9,,,,,,,,,,,,,26,31.2,39.6,33.9,80,3.7,2.6,0.1,1,3.4,1.4,16.3,11.5,17.5,16,21,Over,Over
3/1/2023,MIA,PHI,Home,SG,Tyler Herro,23,48,48,35.4,7.4,17.1,43.2,3,8.2,37.1,4.4,8.9,48.8,52.1,2.6,2.9,92,0.5,5.2,5.7,4.3,0.9,0.3,2.4,1.7,20.5,15.5,55.7,0.479,0.167,1.5,17.8,9.3,20.5,1.2,0.9,11.5,25.9,0.6,2.1,2.7,0.077,1.4,-0.4,1,1.3,8,38.3,40.9,36.2,91.7,5.3,4.3,0.5,0.6,2.1,2.1,21.6,1,35,23.1,22.2,0,3,2,0,1,1,0,8,21,34.8,42.5,36.1,89.8,5.9,4.5,0.5,1,1.5,2.3,19.5,19.5,27.5,11,18,Under,Under
3/1/2023,MIA,PHI,Home,C,Bam Adebayo,25,57,57,35,8.4,15.7,53.6,0,0.2,8.3,8.4,15.5,54.3,53.7,4.4,5.5,80,2.6,7.2,9.8,3.2,1.2,0.8,2.5,2.8,21.2,20.7,58.7,0.013,0.353,8.2,24.8,16.1,16.3,1.7,2.3,12.3,26,2.8,3.3,6,0.145,0.9,1,1.9,2,10,34.8,52.1,0,84.6,9,3.8,0.7,1.5,2.6,2.2,20.7,1,32,28.6,0,83.3,7,2,1,1,3,5,13,27,35.1,53.9,0,81.4,10,3,0.7,1,2.9,2.4,21,17.5,28.5,20,30,Over,Over
3/1/2023,MIA,PHI,Home,SF,Max Strus,26,60,27,29.9,4.3,10.7,39.9,2.5,7.6,33.6,1.8,3.2,55,51.7,1.2,1.3,87.5,0.7,2.8,3.6,2.2,0.6,0.2,1,2.2,12.3,10.7,54.2,0.703,0.124,2.7,11.5,6.9,11.1,1,0.6,7.9,18.1,0.9,1.8,2.7,0.071,-1.2,-0.7,-1.8,0.1,10,29.3,39.8,32.4,82.4,3.2,2.3,0.1,0.2,2.8,0.8,11.6,1,24,44.4,37.5,100,1,0,0,0,3,0,13,27,30.4,41,34.2,84.4,3.7,2.1,0.1,0.6,2.2,0.8,12.3,8.5,12.5,13,20,Over,Over
3/1/2023,MIA,PHI,Home,PG,Gabe Vincent,26,48,14,26.3,3.4,8.6,39.6,1.8,5.4,32.7,1.6,3.2,51.3,49.9,1.2,1.4,87.7,0.4,1.9,2.3,2.5,0.9,0.1,1.5,2.5,9.8,8.9,53.1,0.628,0.157,1.7,8.6,5,14.2,1.7,0.3,13.7,17.9,-0.3,1.4,1.1,0.042,-3.3,-0.1,-3.5,-0.5,10,32.2,36.7,31.4,89.5,2.8,2.3,0.1,1.1,3,1.7,11.1,1,30,41.7,50,0,3,1,0,0,3,0,14,23,28.4,40.8,34.4,90,2.4,2.9,0.2,1,2.2,1.9,11.2,10.5,14.5,4,6,Under,Under
3/1/2023,MIA,PHI,Home,SF,Jimmy Butler,33,47,47,33.4,7.2,14,51.8,0.5,1.7,32.1,6.7,12.3,54.4,53.7,6.9,8.2,84.4,2.2,3.7,5.9,5.1,2,0.3,1.7,1.3,21.9,25.9,62.3,0.119,0.584,7.2,13.6,10.3,25.9,2.9,1,9,25.5,5.7,2.5,8.1,0.249,5.6,2.2,7.8,3.9,10,31.6,50.4,50,86.4,5.7,5.6,0.3,1.4,0.9,1.9,21.6,1,32,64.3,100,66.7,11,9,0,4,1,3,23,22,33.9,50.6,30,89.6,6.5,5,0.3,1.9,1.2,1.3,23.2,21.5,32.5,16,22,Under,Under
3/1/2023,PHI,MIA,Road,PF,Tobias Harris,30,56,56,33.7,6.1,12.2,49.8,1.8,4.7,38,4.3,7.5,57.2,57.1,1.4,1.6,85.6,0.9,4.9,5.8,2.5,1,0.5,1.3,2,15.3,14.8,59.3,0.386,0.132,3.3,16.8,10.1,11.5,1.5,1.5,9,18.7,2.1,2.3,4.4,0.111,0.4,0,0.5,1.2,10,32.8,44.1,37.5,81.8,4.2,1.7,0.4,0.9,1.3,0.8,10.6,1,34,25,0,0,5,1,0,1,3,2,2,25,32.8,47,33,83.3,5.4,2.7,0.6,1.4,2,1.2,14.3,14.5,21.5,18,29,Over,Over
3/1/2023,PHI,MIA,Road,SG,James Harden,33,44,44,36.7,6.5,14.5,45,2.9,7.3,39.3,3.7,7.3,50.8,54.8,5.6,6.5,86.4,0.5,5.6,6.2,10.7,1.3,0.6,3.4,2,21.6,22.5,62,0.502,0.448,1.8,17.8,9.9,44.7,1.7,1.5,16.5,25.3,4.7,2.1,6.8,0.202,5.4,0.7,6.1,3.3,10,36.5,45.2,38.6,86.3,5.4,9.8,0.8,1.4,1.4,3,22.2,1,39,35.7,37.5,87.5,6,12,0,2,1,4,20,18,35.7,45.5,37.3,91.2,5.9,10.3,0.6,1.1,2,3.3,21,22.5,38.5,23,35,Over,Under
3/1/2023,PHI,MIA,Road,PF,P.J. Tucker,37,58,58,26.2,1.3,2.9,43.5,0.7,1.7,42.6,0.5,1.2,44.9,56.2,0.3,0.4,86.4,1.3,2.8,4.1,0.8,0.5,0.2,0.7,2.4,3.6,5.8,58.4,0.594,0.129,6.1,12.3,9.2,3.9,0.9,0.8,17.5,6.4,0.7,1.4,2.1,0.067,-3.3,0.1,-3.2,-0.4,10,26.2,57.1,56.5,75,4.8,0.6,0.1,0.4,2,0.5,5.6,1,33,100,100,100,4,0,0,2,2,1,8,24,25.3,51.3,44.7,80,3.6,0.6,0.3,0.3,2.3,0.7,4.3,4.5,10.5,5,9,Over,Under
3/1/2023,POR,NOP,Home,C,Drew Eubanks,25,59,16,19.7,2.5,3.7,68.1,0.1,0.1,42.9,2.4,3.5,68.9,68.8,1,1.5,65.5,1.7,3.4,5.1,1.2,0.5,1.2,0.8,2.2,6,15.9,69.6,0.032,0.403,9.9,19.9,14.9,8.5,1.2,5.2,15.3,11.3,2.4,1.2,3.6,0.148,-0.7,1,0.3,0.7,10,23.8,56.9,0,62.5,7,2,1,0.4,3,0.7,7.3,1,27,75,0,0,8,3,0,0,3,0,6,31,19.6,66.7,50,69.4,5.1,1.1,1.4,0.5,2.1,0.8,6.4,7.5,17.5,2,7,Under,Under
3/1/2023,POR,NOP,Home,PF,Jerami Grant,28,56,56,35.6,7,14.6,48,2.2,5.6,39.9,4.8,9,53.1,55.7,4.4,5.4,81,0.8,3.5,4.4,2.3,0.8,0.8,1.8,2.4,20.7,16.4,60.8,0.383,0.373,2.8,11.4,7.1,9.9,1.1,1.9,9.8,23.1,3.2,1.1,4.2,0.101,1.4,-1.3,0,1,7,36.9,41.9,22.9,86.4,4.9,2,0.6,0.4,3,2.4,16.9,1,42,50,50,60,8,4,1,4,3,2,27,29,35.7,48.7,39.1,81.4,4.3,1.9,1,0.8,2.7,2,19.7,19.5,27.5,28,35,Over,Over
3/1/2023,POR,NOP,Home,PG,Damian Lillard,32,48,48,36.2,9.7,20.6,47.1,4.3,11.3,38,5.4,9.3,58,57.5,8.4,9.1,92,0.7,3.6,4.3,7.2,0.9,0.3,3.1,1.9,32.1,27.3,65.1,0.547,0.442,2.2,11.5,6.9,34.5,1.2,0.7,11.3,33.5,7.6,0.8,8.4,0.232,8.6,-1.3,7.4,4.1,9,37.1,49.5,41.3,96.8,5.4,6.7,0.1,0.9,1.8,3.3,38.1,,,,,,,,,,,,,28,35.8,48.5,39.2,95,4.3,7.4,0.4,0.9,1.7,3,33.9,34.5,48.5,41,49,Over,Over
3/1/2023,NOP,POR,Road,SF,Herbert Jones,24,46,46,28.7,3.3,7.6,44,0.7,2.6,28,2.6,5,52.2,48.7,2,2.7,74.8,1.3,2.5,3.9,2.2,1.6,0.7,1.3,3.2,9.4,11.3,53.6,0.337,0.351,5.2,10,7.6,10,2.7,2.2,12.6,14.9,0.6,1.8,2.3,0.085,-2.6,1.7,-0.9,0.4,10,31.1,43.5,20,64.3,4.1,2.3,0.7,1.7,2.7,1.3,7.3,1,34,50,0,100,3,2,0,0,2,1,10,24,27.3,48.4,28.6,75,3.9,2.5,0.6,1.7,2.9,1,10.3,9.5,15.5,7,14,Under,Under
3/1/2023,NOP,POR,Road,SF,Brandon Ingram,25,27,27,32.7,8.2,17.9,45.9,1.7,4.1,40.5,6.5,13.7,47.4,50.5,4.9,5.5,87.9,0.4,4.6,5,4.7,0.7,0.4,3.3,2.6,22.9,16.9,56.4,0.23,0.309,1.5,15.9,8.7,23.5,1,1.3,13.8,30.7,0.4,0.9,1.2,0.067,0.9,-0.9,0.1,0.5,9,34.9,49,41.7,87.7,5,4.4,0.1,0.2,3.3,3.6,28.3,1,31,50,50,0,5,2,0,0,6,5,14,13,33.4,45.4,47.8,88.9,5.7,4.7,0.5,0.4,2.8,3.5,23.4,25.5,36.5,40,51,Over,Over
3/1/2023,NOP,POR,Road,SG,CJ McCollum,31,55,55,35,7.9,18.1,43.4,2.8,7.4,37.7,5.1,10.7,47.4,51.1,2.4,3.1,78.8,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2,21,15.8,53.8,0.407,0.171,2.5,11.2,6.8,26,1.3,1.5,11.8,26.8,1,1.8,2.8,0.071,1.8,-0.9,0.9,1.4,9,34,46.3,31.6,77.8,3.3,6.1,0.3,0.7,3,2.2,19.4,1,38,35.3,14.3,0,7,7,2,2,2,5,13,26,35.3,42.2,34.6,77.1,4.2,5.3,0.6,0.8,2,2.7,20.2,20.5,30.5,24,38,Over,Over
3/1/2023,MIL,ORL,Home,SG,Grayson Allen,27,57,55,27.6,3.4,7.7,44.1,2,4.9,40.2,1.4,2.8,50.9,56.9,1.7,1.9,89.7,0.9,2.5,3.3,2.4,0.8,0.2,1.1,1.6,10.5,12.4,61.3,0.639,0.243,3.3,9,6.3,11.6,1.4,0.5,11.5,14.7,2.3,1.9,4.2,0.129,-0.6,0.7,0.2,0.8,10,28.5,42.9,40.4,83.3,2.5,1.4,0,0.6,2.1,1,9.9,,,,,,,,,,,,,30,27.2,46.9,45.2,89.3,3.5,2.4,0.1,1,1.5,0.9,11.5,9.5,14.5,12,21,Over,Over
3/1/2023,MIL,ORL,Home,SG,Pat Connaughton,30,43,26,25.1,2.9,7.5,38.9,2,5.8,34.7,0.9,1.8,52.6,52.2,0.4,0.7,60.7,0.8,4.2,5,1.3,0.7,0.1,0.6,1.1,8.3,10.2,52.8,0.765,0.086,3.5,16.6,10.3,6.9,1.3,0.5,6.9,14.1,0.5,1.5,2,0.091,-1.3,0.5,-0.8,0.3,8,25.9,42,33.3,100,5.8,1.5,0.3,0.8,1.4,0.6,7,1,22,22.2,25,50,4,0,0,1,0,0,7,20,24.1,38.4,33.3,75,4.7,1.2,0.3,0.8,0.9,0.6,7.5,8.5,14.5,10,18,Over,Over
3/1/2023,MIL,ORL,Home,PG,Jrue Holiday,32,50,48,32.9,7.5,15.9,47,2.4,6.3,38.2,5.1,9.6,52.9,54.7,2.3,2.7,85.9,1.2,4,5.2,7.1,1.2,0.4,3,1.9,19.7,19.1,57.6,0.399,0.17,3.9,12,8.1,33.8,1.8,0.9,14.8,25.6,2.7,2.4,5.1,0.148,2.8,0.2,3.1,2.1,10,33.5,50.6,42.5,89.5,4.8,6.7,0.1,0.8,1.7,2.2,21,1,35,41.7,16.7,100,8,10,0,2,3,6,17,26,32.5,49.4,44.6,82.4,4.9,6.6,0.4,1.3,1.8,2.7,21,18.5,29.5,23,36,Over,Over
